crash_time, benchmark, fuzzer, trial, bug_type, stack_hash, bug_addr, bug_code_line1, bug_code_line2, bug_code_line3
170, ndpi_fuzz_process_packet, afl, trial-753426, heap-buffer-overflow, 99844839, 0x55431e, ndpi_search_soulseek_tcp ??:?, check_ndpi_tcp_flow_func ??:?, ndpi_detection_process_packet ??:?
563, ndpi_fuzz_process_packet, afl, trial-753426, heap-buffer-overflow, bb09e8d5, 0x554d68, ndpi_search_iax ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
28294, ndpi_fuzz_process_packet, afl, trial-753427, 47byte, NONE, NONE, NONE,NONE,NONE
8799, ndpi_fuzz_process_packet, afl, trial-753427, heap-buffer-overflow, 030daae2, 0x583935, ndpi_search_csgo ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
82, ndpi_fuzz_process_packet, afl, trial-753427, heap-buffer-overflow, 591261b1, 0x57c25e, ndpi_search_quic ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
2140, ndpi_fuzz_process_packet, afl, trial-753427, heap-buffer-overflow, 665f1703, 0x547a56, ndpi_search_kerberos ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
29962, ndpi_fuzz_process_packet, afl, trial-753427, heap-buffer-overflow, 735974fc, 0x571c26, ndpi_search_netbios ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
199, ndpi_fuzz_process_packet, afl, trial-753427, heap-buffer-overflow, 99844839, 0x55431e, ndpi_search_soulseek_tcp ??:?, check_ndpi_tcp_flow_func ??:?, ndpi_detection_process_packet ??:?
8267, ndpi_fuzz_process_packet, afl, trial-753427, heap-buffer-overflow, bb09e8d5, 0x554eb0, ndpi_search_iax ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
28151, ndpi_fuzz_process_packet, afl, trial-753427, heap-use-after-free, 665f1703, 0x547a56, ndpi_search_kerberos ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
41633, ndpi_fuzz_process_packet, afl, trial-753428, 47byte, NONE, NONE, NONE,NONE,NONE
77607, ndpi_fuzz_process_packet, afl, trial-753428, heap-buffer-overflow, 50f9d127, 0x595ceb, ndpi_search_ciscovpn ??:?, check_ndpi_tcp_flow_func ??:?, ndpi_detection_process_packet ??:?
72, ndpi_fuzz_process_packet, afl, trial-753428, heap-buffer-overflow, 591261b1, 0x57c25e, ndpi_search_quic ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
70964, ndpi_fuzz_process_packet, afl, trial-753428, heap-buffer-overflow, 61fab163, 0x55afce, ndpi_search_h323 ??:?, check_ndpi_tcp_flow_func ??:?, ndpi_detection_process_packet ??:?
22655, ndpi_fuzz_process_packet, afl, trial-753428, heap-buffer-overflow, 665f1703, 0x547a56, ndpi_search_kerberos ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
5422, ndpi_fuzz_process_packet, afl, trial-753428, heap-buffer-overflow, 735974fc, 0x571b90, ndpi_search_netbios ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
1176, ndpi_fuzz_process_packet, afl, trial-753428, heap-buffer-overflow, 99844839, 0x55431e, ndpi_search_soulseek_tcp ??:?, check_ndpi_tcp_flow_func ??:?, ndpi_detection_process_packet ??:?
13745, ndpi_fuzz_process_packet, afl, trial-753428, heap-buffer-overflow, a6fb6850, 0x55b037, ndpi_search_h323 ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
4905, ndpi_fuzz_process_packet, afl, trial-753428, heap-buffer-overflow, bb09e8d5, 0x554dd7, ndpi_search_iax ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
1487, ndpi_fuzz_process_packet, afl, trial-753429, 47byte, NONE, NONE, NONE,NONE,NONE
48746, ndpi_fuzz_process_packet, afl, trial-753429, heap-buffer-overflow, 1ebca67b, 0x5879a8, ndpi_search_ntp_udp ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
42132, ndpi_fuzz_process_packet, afl, trial-753429, heap-buffer-overflow, 50f9d127, 0x595d21, ndpi_search_ciscovpn ??:?, check_ndpi_tcp_flow_func ??:?, ndpi_detection_process_packet ??:?
67, ndpi_fuzz_process_packet, afl, trial-753429, heap-buffer-overflow, 591261b1, 0x57c25e, ndpi_search_quic ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
3218, ndpi_fuzz_process_packet, afl, trial-753429, heap-buffer-overflow, 665f1703, 0x547a56, ndpi_search_kerberos ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
56, ndpi_fuzz_process_packet, afl, trial-753429, heap-buffer-overflow, 99844839, 0x55431e, ndpi_search_soulseek_tcp ??:?, check_ndpi_tcp_flow_func ??:?, ndpi_detection_process_packet ??:?
8862, ndpi_fuzz_process_packet, afl, trial-753429, heap-use-after-free, 665f1703, 0x547a56, ndpi_search_kerberos ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
10441, ndpi_fuzz_process_packet, afl, trial-753430, 47byte, NONE, NONE, NONE,NONE,NONE
2376, ndpi_fuzz_process_packet, afl, trial-753430, heap-buffer-overflow, 1ebca67b, 0x5879a8, ndpi_search_ntp_udp ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
69647, ndpi_fuzz_process_packet, afl, trial-753430, heap-buffer-overflow, 37eb5007, 0x5952b9, ndpi_search_tor ??:?, check_ndpi_tcp_flow_func ??:?, ndpi_detection_process_packet ??:?
537, ndpi_fuzz_process_packet, afl, trial-753430, heap-buffer-overflow, 591261b1, 0x57c25e, ndpi_search_quic ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
41128, ndpi_fuzz_process_packet, afl, trial-753430, heap-buffer-overflow, 61fab163, 0x55afce, ndpi_search_h323 ??:?, check_ndpi_tcp_flow_func ??:?, ndpi_detection_process_packet ??:?
32889, ndpi_fuzz_process_packet, afl, trial-753430, heap-buffer-overflow, 665f1703, 0x547a56, ndpi_search_kerberos ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
26049, ndpi_fuzz_process_packet, afl, trial-753430, heap-buffer-overflow, 735974fc, 0x571e64, ndpi_search_netbios ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
54476, ndpi_fuzz_process_packet, afl, trial-753430, heap-buffer-overflow, 90ab05ad, 0x4349c5, MemcmpInterceptorCommon()(), void const*, void const*, unsigned long) sanitizer_common_interceptors.inc:843, __interceptor_bcmp sanitizer_common_interceptors.inc:889, ndpi_search_spotify ??:?
210, ndpi_fuzz_process_packet, afl, trial-753430, heap-buffer-overflow, 99844839, 0x55431e, ndpi_search_soulseek_tcp ??:?, check_ndpi_tcp_flow_func ??:?, ndpi_detection_process_packet ??:?
3976, ndpi_fuzz_process_packet, afl, trial-753430, heap-buffer-overflow, bb09e8d5, 0x554fbe, ndpi_search_iax ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
767, ndpi_fuzz_process_packet, afl, trial-753431, 47byte, NONE, NONE, NONE,NONE,NONE
78737, ndpi_fuzz_process_packet, afl, trial-753431, heap-buffer-overflow, 030daae2, 0x583935, ndpi_search_csgo ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
66, ndpi_fuzz_process_packet, afl, trial-753431, heap-buffer-overflow, 591261b1, 0x57c25e, ndpi_search_quic ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
58206, ndpi_fuzz_process_packet, afl, trial-753431, heap-buffer-overflow, 61fab163, 0x55afce, ndpi_search_h323 ??:?, check_ndpi_tcp_flow_func ??:?, ndpi_detection_process_packet ??:?
767, ndpi_fuzz_process_packet, afl, trial-753431, heap-buffer-overflow, 665f1703, 0x547a56, ndpi_search_kerberos ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
49104, ndpi_fuzz_process_packet, afl, trial-753431, heap-buffer-overflow, 735974fc, 0x570df5, ndpi_search_netbios ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
102, ndpi_fuzz_process_packet, afl, trial-753431, heap-buffer-overflow, 99844839, 0x55431e, ndpi_search_soulseek_tcp ??:?, check_ndpi_tcp_flow_func ??:?, ndpi_detection_process_packet ??:?
24760, ndpi_fuzz_process_packet, afl, trial-753431, heap-buffer-overflow, a6fb6850, 0x55b037, ndpi_search_h323 ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
3708, ndpi_fuzz_process_packet, afl, trial-753431, heap-buffer-overflow, bb09e8d5, 0x554e46, ndpi_search_iax ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
777, ndpi_fuzz_process_packet, afl, trial-753431, heap-use-after-free, 665f1703, 0x547a56, ndpi_search_kerberos ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
3006, ndpi_fuzz_process_packet, afl, trial-753432, 47byte, NONE, NONE, NONE,NONE,NONE
34313, ndpi_fuzz_process_packet, afl, trial-753432, heap-buffer-overflow, 1ebca67b, 0x5879a8, ndpi_search_ntp_udp ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
537, ndpi_fuzz_process_packet, afl, trial-753432, heap-buffer-overflow, 591261b1, 0x57c25e, ndpi_search_quic ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
14213, ndpi_fuzz_process_packet, afl, trial-753432, heap-buffer-overflow, 61fab163, 0x55afce, ndpi_search_h323 ??:?, check_ndpi_tcp_flow_func ??:?, ndpi_detection_process_packet ??:?
3006, ndpi_fuzz_process_packet, afl, trial-753432, heap-buffer-overflow, 665f1703, 0x547a56, ndpi_search_kerberos ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
71936, ndpi_fuzz_process_packet, afl, trial-753432, heap-buffer-overflow, 735974fc, 0x571e64, ndpi_search_netbios ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
63529, ndpi_fuzz_process_packet, afl, trial-753432, heap-buffer-overflow, 90ab05ad, 0x4349c5, MemcmpInterceptorCommon()(), void const*, void const*, unsigned long) sanitizer_common_interceptors.inc:843, __interceptor_bcmp sanitizer_common_interceptors.inc:889, ndpi_search_spotify ??:?
102, ndpi_fuzz_process_packet, afl, trial-753432, heap-buffer-overflow, 99844839, 0x55431e, ndpi_search_soulseek_tcp ??:?, check_ndpi_tcp_flow_func ??:?, ndpi_detection_process_packet ??:?
3600, ndpi_fuzz_process_packet, afl, trial-753432, heap-buffer-overflow, bb09e8d5, 0x554dd7, ndpi_search_iax ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
12579, ndpi_fuzz_process_packet, afl, trial-753432, heap-use-after-free, 665f1703, 0x547a56, ndpi_search_kerberos ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
16394, ndpi_fuzz_process_packet, afl, trial-753433, heap-buffer-overflow, 50f9d127, 0x595c43, ndpi_search_ciscovpn ??:?, check_ndpi_tcp_flow_func ??:?, ndpi_detection_process_packet ??:?
72, ndpi_fuzz_process_packet, afl, trial-753433, heap-buffer-overflow, 591261b1, 0x57c25e, ndpi_search_quic ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
76589, ndpi_fuzz_process_packet, afl, trial-753433, heap-buffer-overflow, 61fab163, 0x55afce, ndpi_search_h323 ??:?, check_ndpi_tcp_flow_func ??:?, ndpi_detection_process_packet ??:?
13330, ndpi_fuzz_process_packet, afl, trial-753433, heap-buffer-overflow, 665f1703, 0x547a56, ndpi_search_kerberos ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
9114, ndpi_fuzz_process_packet, afl, trial-753433, heap-buffer-overflow, 735974fc, 0x571c26, ndpi_search_netbios ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
896, ndpi_fuzz_process_packet, afl, trial-753433, heap-buffer-overflow, 99844839, 0x552986, ndpi_search_soulseek_tcp ??:?, check_ndpi_tcp_flow_func ??:?, ndpi_detection_process_packet ??:?
2398, ndpi_fuzz_process_packet, afl, trial-753433, heap-buffer-overflow, a6fb6850, 0x55b037, ndpi_search_h323 ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
4402, ndpi_fuzz_process_packet, afl, trial-753433, heap-buffer-overflow, bb09e8d5, 0x554f50, ndpi_search_iax ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
23333, ndpi_fuzz_process_packet, afl, trial-753433, heap-use-after-free, 665f1703, 0x547a56, ndpi_search_kerberos ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
6094, ndpi_fuzz_process_packet, afl, trial-753434, heap-buffer-overflow, 1ebca67b, 0x5879a8, ndpi_search_ntp_udp ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
67, ndpi_fuzz_process_packet, afl, trial-753434, heap-buffer-overflow, 591261b1, 0x57c25e, ndpi_search_quic ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
63022, ndpi_fuzz_process_packet, afl, trial-753434, heap-buffer-overflow, 61fab163, 0x55afce, ndpi_search_h323 ??:?, check_ndpi_tcp_flow_func ??:?, ndpi_detection_process_packet ??:?
1945, ndpi_fuzz_process_packet, afl, trial-753434, heap-buffer-overflow, 665f1703, 0x547a56, ndpi_search_kerberos ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
8889, ndpi_fuzz_process_packet, afl, trial-753434, heap-buffer-overflow, 90ab05ad, 0x4349c5, MemcmpInterceptorCommon()(), void const*, void const*, unsigned long) sanitizer_common_interceptors.inc:843, __interceptor_bcmp sanitizer_common_interceptors.inc:889, ndpi_search_spotify ??:?
98, ndpi_fuzz_process_packet, afl, trial-753434, heap-buffer-overflow, 99844839, 0x55431e, ndpi_search_soulseek_tcp ??:?, check_ndpi_tcp_flow_func ??:?, ndpi_detection_process_packet ??:?
29127, ndpi_fuzz_process_packet, afl, trial-753434, heap-buffer-overflow, a6fb6850, 0x55b037, ndpi_search_h323 ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
40723, ndpi_fuzz_process_packet, afl, trial-753434, heap-buffer-overflow, bb09e8d5, 0x554cff, ndpi_search_iax ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
12663, ndpi_fuzz_process_packet, afl, trial-753434, heap-use-after-free, 665f1703, 0x547a56, ndpi_search_kerberos ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
12663, ndpi_fuzz_process_packet, afl, trial-753434, SEGV, 665f1703, 0x545ab1, ndpi_search_kerberos ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
20723, ndpi_fuzz_process_packet, afl, trial-753435, heap-buffer-overflow, 030daae2, 0x583935, ndpi_search_csgo ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
33754, ndpi_fuzz_process_packet, afl, trial-753435, heap-buffer-overflow, 1ebca67b, 0x5879a8, ndpi_search_ntp_udp ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
128, ndpi_fuzz_process_packet, afl, trial-753435, heap-buffer-overflow, 591261b1, 0x57c25e, ndpi_search_quic ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
56621, ndpi_fuzz_process_packet, afl, trial-753435, heap-buffer-overflow, 61fab163, 0x55b010, ndpi_search_h323 ??:?, check_ndpi_tcp_flow_func ??:?, ndpi_detection_process_packet ??:?
64989, ndpi_fuzz_process_packet, afl, trial-753435, heap-buffer-overflow, 665f1703, 0x547a56, ndpi_search_kerberos ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
39731, ndpi_fuzz_process_packet, afl, trial-753435, heap-buffer-overflow, 735974fc, 0x571cb3, ndpi_search_netbios ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
57805, ndpi_fuzz_process_packet, afl, trial-753435, heap-buffer-overflow, 90ab05ad, 0x4349c5, MemcmpInterceptorCommon()(), void const*, void const*, unsigned long) sanitizer_common_interceptors.inc:843, __interceptor_bcmp sanitizer_common_interceptors.inc:889, ndpi_search_spotify ??:?
36, ndpi_fuzz_process_packet, afl, trial-753435, heap-buffer-overflow, 99844839, 0x552986, ndpi_search_soulseek_tcp ??:?, check_ndpi_tcp_flow_func ??:?, ndpi_detection_process_packet ??:?
15211, ndpi_fuzz_process_packet, afl, trial-753435, heap-buffer-overflow, a6fb6850, 0x55b037, ndpi_search_h323 ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
9307, ndpi_fuzz_process_packet, afl, trial-753435, heap-buffer-overflow, bb09e8d5, 0x554cff, ndpi_search_iax ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
10180, ndpi_fuzz_process_packet, afl, trial-753436, 47byte, NONE, NONE, NONE,NONE,NONE
46, ndpi_fuzz_process_packet, afl, trial-753436, heap-buffer-overflow, 591261b1, 0x57c25e, ndpi_search_quic ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
71341, ndpi_fuzz_process_packet, afl, trial-753436, heap-buffer-overflow, 61fab163, 0x55b010, ndpi_search_h323 ??:?, check_ndpi_tcp_flow_func ??:?, ndpi_detection_process_packet ??:?
11632, ndpi_fuzz_process_packet, afl, trial-753436, heap-buffer-overflow, 665f1703, 0x547a56, ndpi_search_kerberos ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
67609, ndpi_fuzz_process_packet, afl, trial-753436, heap-buffer-overflow, 90ab05ad, 0x4349c5, MemcmpInterceptorCommon()(), void const*, void const*, unsigned long) sanitizer_common_interceptors.inc:843, __interceptor_bcmp sanitizer_common_interceptors.inc:889, ndpi_search_spotify ??:?
1350, ndpi_fuzz_process_packet, afl, trial-753436, heap-buffer-overflow, 99844839, 0x55431e, ndpi_search_soulseek_tcp ??:?, check_ndpi_tcp_flow_func ??:?, ndpi_detection_process_packet ??:?
4097, ndpi_fuzz_process_packet, afl, trial-753436, heap-buffer-overflow, bb09e8d5, 0x554dd7, ndpi_search_iax ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
23068, ndpi_fuzz_process_packet, afl, trial-753436, heap-use-after-free, 665f1703, 0x547a56, ndpi_search_kerberos ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
5364, ndpi_fuzz_process_packet, afl, trial-753437, 47byte, NONE, NONE, NONE,NONE,NONE
62, ndpi_fuzz_process_packet, afl, trial-753437, heap-buffer-overflow, 591261b1, 0x57c25e, ndpi_search_quic ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
20608, ndpi_fuzz_process_packet, afl, trial-753437, heap-buffer-overflow, 665f1703, 0x547a56, ndpi_search_kerberos ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
35703, ndpi_fuzz_process_packet, afl, trial-753437, heap-buffer-overflow, 735974fc, 0x571b90, ndpi_search_netbios ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
82638, ndpi_fuzz_process_packet, afl, trial-753437, heap-buffer-overflow, 90ab05ad, 0x4349c5, MemcmpInterceptorCommon()(), void const*, void const*, unsigned long) sanitizer_common_interceptors.inc:843, __interceptor_bcmp sanitizer_common_interceptors.inc:889, ndpi_search_spotify ??:?
3137, ndpi_fuzz_process_packet, afl, trial-753437, heap-buffer-overflow, 99844839, 0x55431e, ndpi_search_soulseek_tcp ??:?, check_ndpi_tcp_flow_func ??:?, ndpi_detection_process_packet ??:?
45543, ndpi_fuzz_process_packet, afl, trial-753437, heap-buffer-overflow, a6fb6850, 0x55b037, ndpi_search_h323 ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
4883, ndpi_fuzz_process_packet, afl, trial-753437, heap-buffer-overflow, bb09e8d5, 0x554fbe, ndpi_search_iax ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
46919, ndpi_fuzz_process_packet, afl, trial-753437, heap-use-after-free, 665f1703, 0x547a56, ndpi_search_kerberos ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
13083, ndpi_fuzz_process_packet, afl, trial-753438, 47byte, NONE, NONE, NONE,NONE,NONE
777, ndpi_fuzz_process_packet, afl, trial-753438, heap-buffer-overflow, 1ebca67b, 0x5879a8, ndpi_search_ntp_udp ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
394, ndpi_fuzz_process_packet, afl, trial-753438, heap-buffer-overflow, 591261b1, 0x57c25e, ndpi_search_quic ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
3902, ndpi_fuzz_process_packet, afl, trial-753438, heap-buffer-overflow, 665f1703, 0x547a56, ndpi_search_kerberos ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
31517, ndpi_fuzz_process_packet, afl, trial-753438, heap-buffer-overflow, 735974fc, 0x571cb3, ndpi_search_netbios ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
71643, ndpi_fuzz_process_packet, afl, trial-753438, heap-buffer-overflow, 90ab05ad, 0x4349c5, MemcmpInterceptorCommon()(), void const*, void const*, unsigned long) sanitizer_common_interceptors.inc:843, __interceptor_bcmp sanitizer_common_interceptors.inc:889, ndpi_search_spotify ??:?
71, ndpi_fuzz_process_packet, afl, trial-753438, heap-buffer-overflow, 99844839, 0x552986, ndpi_search_soulseek_tcp ??:?, check_ndpi_tcp_flow_func ??:?, ndpi_detection_process_packet ??:?
4066, ndpi_fuzz_process_packet, afl, trial-753438, heap-buffer-overflow, a6fb6850, 0x55b037, ndpi_search_h323 ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
3513, ndpi_fuzz_process_packet, afl, trial-753438, heap-buffer-overflow, bb09e8d5, 0x554d68, ndpi_search_iax ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
16384, ndpi_fuzz_process_packet, afl, trial-753438, SEGV, 665f1703, 0x545ab1, ndpi_search_kerberos ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
56, ndpi_fuzz_process_packet, afl, trial-753439, heap-buffer-overflow, 591261b1, 0x57c25e, ndpi_search_quic ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
1203, ndpi_fuzz_process_packet, afl, trial-753439, heap-buffer-overflow, 665f1703, 0x547a56, ndpi_search_kerberos ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
589, ndpi_fuzz_process_packet, afl, trial-753439, heap-buffer-overflow, 99844839, 0x55431e, ndpi_search_soulseek_tcp ??:?, check_ndpi_tcp_flow_func ??:?, ndpi_detection_process_packet ??:?
1152, ndpi_fuzz_process_packet, afl, trial-753439, heap-buffer-overflow, bb09e8d5, 0x554dd7, ndpi_search_iax ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
74836, ndpi_fuzz_process_packet, afl, trial-753440, 47byte, NONE, NONE, NONE,NONE,NONE
21, ndpi_fuzz_process_packet, afl, trial-753440, heap-buffer-overflow, 591261b1, 0x57c25e, ndpi_search_quic ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
650, ndpi_fuzz_process_packet, afl, trial-753440, heap-buffer-overflow, 61fab163, 0x55afce, ndpi_search_h323 ??:?, check_ndpi_tcp_flow_func ??:?, ndpi_detection_process_packet ??:?
29781, ndpi_fuzz_process_packet, afl, trial-753440, heap-buffer-overflow, 665f1703, 0x547a56, ndpi_search_kerberos ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
25401, ndpi_fuzz_process_packet, afl, trial-753440, heap-buffer-overflow, 735974fc, 0x571e12, ndpi_search_netbios ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
65615, ndpi_fuzz_process_packet, afl, trial-753440, heap-buffer-overflow, 82dff849, 0x513aae, processClientServerHello ??:?, ndpi_search_tls_tcp tls.c:?, check_ndpi_tcp_flow_func ??:?
21399, ndpi_fuzz_process_packet, afl, trial-753440, heap-buffer-overflow, 90ab05ad, 0x4349c5, MemcmpInterceptorCommon()(), void const*, void const*, unsigned long) sanitizer_common_interceptors.inc:843, __interceptor_bcmp sanitizer_common_interceptors.inc:889, ndpi_search_spotify ??:?
548, ndpi_fuzz_process_packet, afl, trial-753440, heap-buffer-overflow, 99844839, 0x55431e, ndpi_search_soulseek_tcp ??:?, check_ndpi_tcp_flow_func ??:?, ndpi_detection_process_packet ??:?
404, ndpi_fuzz_process_packet, afl, trial-753440, heap-buffer-overflow, bb09e8d5, 0x554dd7, ndpi_search_iax ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
44944, ndpi_fuzz_process_packet, afl, trial-753440, heap-use-after-free, 665f1703, 0x547a56, ndpi_search_kerberos ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
37876, ndpi_fuzz_process_packet, afl, trial-758023, 47byte, NONE, NONE, NONE,NONE,NONE
1544, ndpi_fuzz_process_packet, afl, trial-758023, heap-buffer-overflow, 1ebca67b, 0x5879a8, ndpi_search_ntp_udp ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
72, ndpi_fuzz_process_packet, afl, trial-758023, heap-buffer-overflow, 591261b1, 0x57c25e, ndpi_search_quic ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
55361, ndpi_fuzz_process_packet, afl, trial-758023, heap-buffer-overflow, 61fab163, 0x55b010, ndpi_search_h323 ??:?, check_ndpi_tcp_flow_func ??:?, ndpi_detection_process_packet ??:?
12927, ndpi_fuzz_process_packet, afl, trial-758023, heap-buffer-overflow, 665f1703, 0x547a56, ndpi_search_kerberos ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
39667, ndpi_fuzz_process_packet, afl, trial-758023, heap-buffer-overflow, 735974fc, 0x571e12, ndpi_search_netbios ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
61196, ndpi_fuzz_process_packet, afl, trial-758023, heap-buffer-overflow, 90ab05ad, 0x4349c5, MemcmpInterceptorCommon()(), void const*, void const*, unsigned long) sanitizer_common_interceptors.inc:843, __interceptor_bcmp sanitizer_common_interceptors.inc:889, ndpi_search_spotify ??:?
25, ndpi_fuzz_process_packet, afl, trial-758023, heap-buffer-overflow, 99844839, 0x55431e, ndpi_search_soulseek_tcp ??:?, check_ndpi_tcp_flow_func ??:?, ndpi_detection_process_packet ??:?
25097, ndpi_fuzz_process_packet, afl, trial-758023, heap-buffer-overflow, a6fb6850, 0x55b037, ndpi_search_h323 ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
7862, ndpi_fuzz_process_packet, afl, trial-758023, heap-buffer-overflow, bb09e8d5, 0x554f66, ndpi_search_iax ??:?, check_ndpi_udp_flow_func ??:?, ndpi_detection_process_packet ??:?
